age,sex,prev,i,f,r,i_apc,f_apc,r_apc
21,female,0.1061092792,0.0039265286093865545,3.279083890674426e-05,0.06968881838414108,-0.012010572942805879,-0.027450378522276456,0.02773759896272495
21,male,0.0811892102,0.002375737399420387,4.107329321631214e-05,0.09184069204966687,-0.016118199335614643,-0.031358121540702256,0.026701499793988503
22,female,0.104674837,0.0036352192638350843,3.365064812338882e-05,0.06695286330342005,-0.008468299457816474,-0.026094453609218797,0.023724977591862307
22,male,0.077335962,0.002124603076008837,4.4401309223155996e-05,0.08688135580282212,-0.012423752754661916,-0.030631190464745068,0.021819656574532897
23,female,0.1032283454,0.0034254412737517847,3.434615875171242e-05,0.06433915371669019,-0.004917404748523178,-0.024735889151693474,0.019716593209252363
23,male,0.0751390388,0.002044761922953006,4.6144570798071336e-05,0.08220764240766687,-0.008721355881284556,-0.029901815608110494,0.01694226973169963
24,female,0.10178185379999999,0.0032276567503547213,3.503932319898712e-05,0.0618413121152792,-0.0013578632534936626,-0.023374680801157628,0.01571243730238103
24,male,0.07294211559999998,0.0019945111169596256,4.753638124557275e-05,0.07780172859980551,-0.005010986037655299,-0.029169993080800777,0.01206933007155404
25,female,0.1003353622,0.0030274710116900694,3.575290062665424e-05,0.05945335489843729,0.0022103506648503256,-0.02201082420188448,0.01171250137564905
25,male,0.07074519239999999,0.0019436183020217438,4.901346785562574e-05,0.07364701523259677,-0.0012926204813504226,-0.028435718986646423,0.007200828419057177
26,female,0.0988888706,0.002824884057757832,3.6487782289856935e-05,0.057169663615728415,0.005787262719933626,-0.020644314990977762,0.0077167769507625675
26,male,0.0685482692,0.0018920834781393616,5.058399719881189e-05,0.06972803356959391,0.002433763595079224,-0.02769898942327611,0.0023367556182819077
27,female,0.097442379,0.0026380160027066907,3.7611598128093844e-05,0.05498495865810931,0.00937289870162538,-0.01927514879840891,0.0037252555662096107
27,male,0.06635134599999999,0.0018428884348615604,5.249719567647502e-05,0.06603035962594729,0.006168189064042073,-0.026959800482106378,-0.002522897468016122
28,female,0.09623735420000001,0.002523093431946123,4.024345326817115e-05,0.05289427515875464,0.012967284475835547,-0.017903321246832006,-0.00026207122235812064
28,male,0.0653341594,0.0018063555735332445,5.550213020778052e-05,0.0625405357831604,0.009910678863174986,-0.02621814824829146,-0.007378139958062073
29,female,0.0950323294,0.0024284039295375554,4.331809299499516e-05,0.050892940891047206,0.016570445985605937,-0.016528827951821878,-0.004245211842460822
29,male,0.0643169728,0.0017764690245222388,5.8910779231307237e-05,0.05924599898508398,0.013661255995542248,-0.02547402880082227,-0.012228980951401902
30,female,0.09382730460000001,0.0023325469313666227,4.648182687086988e-05,0.04897655597412734,0.020182409250599907,-0.015151664521618358,-0.008224174704322691
30,male,0.0632997862,0.0017461809797147552,6.244410797696657e-05,0.05613501489625062,0.017419943529845213,-0.024727438212379344,-0.017075429528458336
31,female,0.0926222798,0.002212421177682069,4.962014781799781e-05,0.04754172546874646,0.018740100395356354,-0.015675800199528245,-0.006258299408866297
31,male,0.06228259960000001,0.0016980580110135814,6.587592280172527e-05,0.055055551318752276,0.01548585168619931,-0.024799986260382722,-0.014106085067822516
32,female,0.091417255,0.0021120985104658573,5.244510104365833e-05,0.04615658065591375,0.01729816779746944,-0.016199798722265145,-0.004292167540782189
32,male,0.061265413000000005,0.0016538200954704363,6.928538269643202e-05,0.05400654819862545,0.01355233486436937,-0.024872356444242245,-0.01113644067487201
33,female,0.090740678,0.0020885057911153733,5.3751456952568856e-05,0.044819416436877625,0.015856611227016343,-0.0167236601409769,-0.0023257792280302267
33,male,0.06073055160000001,0.0016251614242323018,7.227773423964991e-05,0.05298731222194291,0.011619392628793116,-0.024944548839787587,-0.00816649651178989
34,female,0.09006410100000001,0.0020871582178324114,5.466140985757707e-05,0.04352859142632269,0.01441543045414987,-0.017247384506750663,-0.0003591345986923705
34,male,0.060195690200000006,0.0016044368082998419,7.525317660150997e-05,0.05199717507795984,0.009687024544523139,-0.025016563522843767,-0.0051962527404440205
35,female,0.08938752400000001,0.002085714948505146,5.5584741923994424e-05,0.0422825257333259,0.012974625249177958,-0.017770971870675892,0.0016077662193919248
35,male,0.059660828799999996,0.0015838404858758695,7.828018926106602e-05,0.051035493148337996,0.007755230176528426,-0.02508840056914807,-0.0022257095226191938
36,female,0.088710947,0.0020841759831335765,5.6521764713041354e-05,0.04107969883532445,0.011534195382619947,-0.0182944222838294,0.0035749230985423555
36,male,0.0591259674,0.0015633724569603853,8.136021426961931e-05,0.05010164723761974,0.005824009090328522,-0.02516006005444692,0.0007451329797576699
37,female,0.08803437,0.002079574836208048,5.764586761476414e-05,0.03991864754241133,0.010094140624921907,-0.018817735797283328,0.00554233591085657
37,male,0.058591106,0.0015403021154960068,8.471985630414947e-05,0.049195042346800825,0.0038933608517569464,-0.02523154205451049,0.0037162746051200395
38,female,0.08776755299999998,0.0020627371235928875,5.948004364454188e-05,0.038797964049671556,0.008654460746826579,-0.019340912462027564,0.00751000452878187
38,male,0.058272384,0.001507351551588613,8.902455897972296e-05,0.048315107492472115,0.0019632850269415527,-0.02530284664495783,0.00668771519178676
39,female,0.087500736,0.002041965943738516,6.150462795555451e-05,0.0377162940753278,0.007215155519324234,-0.019863952329096046,0.009477928824566308
39,male,0.057953661999999996,0.001474810229336716,9.356126057450398e-05,0.04746129557396824,3.378118247957234e-05,-0.02537397390139737,0.009659454578373625
40,female,0.087233919,0.002021299717658864,6.353956413204472e-05,0.03667233508277286,0.005776224713267285,-0.020386855449482787,0.011446108670702537
40,male,0.057634939999999996,0.0014425317526042896,9.81436519265079e-05,0.046633083291757936,-0.0018951511150850455,-0.0254449238994949,0.012631492603237272
41,female,0.08696710200000002,0.0020007384453539327,6.558494888447387e-05,0.036917321012125075,0.004698897238752233,-0.0225511179768165,0.013660861681489127
41,male,0.05731621799999999,0.0014105161213913348,0.00010277251457276519,0.04681146137287578,-0.0034510490236219667,-0.027158315266437714,0.015842545526339874
42,female,0.086700285,0.0019777460091893622,6.850573021625355e-05,0.037172060294450485,0.0036216325052957524,-0.02471127995915434,0.015875683365163318
42,male,0.056997495999999995,0.0013762703508883383,0.00010707608827393673,0.04700178226044461,-0.005006800991049471,-0.02886735918300172,0.019053694592799094
43,female,0.08643667199999999,0.0019444296533529166,7.491274276027077e-05,0.03743697899283312,0.0025444304974466445,-0.02686734976991213,0.018090573704073232
43,male,0.056640688999999994,0.0013330582587911292,0.00010990573980820311,0.04720454438367733,-0.006562407072888367,-0.030572064833146735,0.022264939773077
44,female,0.08617305900000001,0.0019077733849208179,8.221893457864072e-05,0.037712529679881264,0.001467291199372916,-0.029019335765565722,0.02030553268012554
44,male,0.05628388199999999,0.0012900627138135157,0.0001123166142271956,0.0474202793949264,-0.008117867325231336,-0.0322724413812599,0.025476281037371637
45,female,0.08590944599999999,0.0018714005865106082,8.956200647147595e-05,0.03799919351810782,0.00039021459519048365,-0.031167246285367746,0.022520560275888446
45,male,0.05592707499999999,0.0012474606198951748,0.00011475557818398414,0.04764955490044536,-0.00967318180394414,-0.03396849797241669,0.02868771835685275
46,female,0.08564583300000002,0.00184560193550778,9.708955735425715e-05,0.03768129765952315,0.0005850155354817064,-0.0314605130539371,0.020920208060315637
46,male,0.055570268000000006,0.0012099521850893534,0.00011744869847519324,0.04733734659646714,-0.009227836785370614,-0.03379182569785627,0.02589770436195213
47,female,0.08538222000000002,0.0018228004702403103,0.00010515031693732385,0.03736606696742215,0.0007798791384329888,-0.031749720974259515,0.019319924428794384
47,male,0.055213461000000005,0.0011791842119106457,0.00012112903328517358,0.047028350468898084,-0.008782346104849363,-0.03361085169865769,0.023107786363045783
48,female,0.08503047520000002,0.0018123967596201183,0.00011519046353791305,0.03705347904571175,0.000974805388370541,-0.03203487833463937,0.01771970936375272
48,male,0.054823239200000005,0.0011742482680666367,0.00012868044709334953,0.0467225419018477,-0.008336709817837134,-0.033425585061899146,0.020317964330468976
49,female,0.0846787304,0.0018061173918015726,0.00012583821058090953,0.03674351168696878,0.001169794269511643,-0.03231599340650284,0.016119562847100043
49,male,0.054433017400000006,0.0011732612064469486,0.00013731651466167863,0.04641989662458315,-0.00789092798071361,-0.03323603485575572,0.017528238235165625
50,female,0.0843269856,0.0017998362592910318,0.00013659379478916375,0.03643614287085827,0.0013648457664314248,-0.03259307444432574,0.014519484861463098
50,male,0.054042795600000006,0.0011722708674650338,0.00014609287845871358,0.04612039071062927,-0.007445000648519313,-0.03304221012906259,0.014738608047800975
51,female,0.08397524079999999,0.0017935533620884968,0.0001474585759853048,0.036827525307803886,-0.00013385719786757457,-0.03318619492004091,0.012871038184180679
51,male,0.053652573800000006,0.0011712772511208922,0.00015501252903684368,0.04623460957449322,-0.008673038936267287,-0.03313878066129759,0.011895700297630186
52,female,0.08362349600000002,0.0017905344699992724,0.00015766849261779207,0.037223117468946444,-0.001628776209907712,-0.033773884321538265,0.011222687361890873
52,male,0.05326235200000001,0.0011769254953496579,0.00016365687384974873,0.04635032049271091,-0.009896821728877537,-0.03322975876497799,0.009052923930322856
53,female,0.08317057580000002,0.0018009224255588069,0.00016488274458957547,0.037622964690405596,-0.0031199186355117146,-0.03435615554352736,0.009574432365266242
53,male,0.0530295978,0.001208259109151091,0.00017073231260774968,0.04646754572375628,-0.011116357844645056,-0.033315157981577664,0.006210278897708655
54,female,0.08271765560000002,0.0018155486707180136,0.00017132978711090937,0.03802711279710391,-0.004607291826826693,-0.03493302145009597,0.007926273165454745
54,male,0.05279684360000001,0.0012430594486666489,0.00017743725331474032,0.046586307990145306,-0.01233165608269716,-0.033394991819699855,0.003367765153501505
55,female,0.0822647354,0.0018301788033939837,0.00017785720322128777,0.03843560810806207,-0.0060909031212363594,-0.03550449487468085,0.0062782097324073395
55,male,0.0525640894,0.0012777352579888665,0.00018421548493176328,0.04670663049051846,-0.013542725224418238,-0.0334692737552392,0.0005253826498976093
56,female,0.0818118152,0.0018448128235867174,0.00018446631651151862,0.03884849744168657,-0.007570759841868817,-0.03607058862048628,0.004630242037295534
56,male,0.05233133520000001,0.0013122865371177443,0.0001910679827350218,0.04682853691213595,-0.014749574033309332,-0.03353801723159333,-0.0023168686599175543
57,female,0.08135889499999999,0.0018765483406591767,0.00019136041941993646,0.03926582812119998,-0.009046869297751099,-0.036631315460081165,0.002982370050829592
57,male,0.052098581000000005,0.0013494627001376625,0.00019883707976775728,0.04695205144370235,-0.015952211254099707,-0.03360123565950113,-0.0051589888227170574
58,female,0.0810106662,0.001976333794053089,0.0001991309857190405,0.039687647980077755,-0.010519238783472152,-0.037186688135838634,0.0013345937433939178
58,male,0.05208586960000001,0.001398180119798949,0.00021005302616872968,0.047077198788715656,-0.017150645613413923,-0.03365894241720271,-0.00800097788630081
59,female,0.0806624374,0.002091218716095857,0.0002071234937811536,0.04011400536755432,-0.011987875579881006,-0.037736719359830445,-0.00031308691419017556
59,male,0.052073158200000004,0.0014516199372708173,0.00022213996151864413,0.04720400417908871,-0.018344885820507265,-0.033711150850657436,-0.010842835897575138
60,female,0.08031420859999998,0.0022061345971702805,0.00021519641928590235,0.04054494915417236,-0.013452786952844804,-0.038281421813953415,-0.0019606719508885803
60,male,0.05206044680000001,0.0015048694566451289,0.000234264956463031,0.04733249338929827,-0.019534940565565095,-0.03375787427338171,-0.013684562903024618
61,female,0.0799659798,0.0023059165536740696,0.00022307531497154748,0.041521733521850485,-0.013923796032344515,-0.03780765069778767,-0.0006704100611677616
61,male,0.0520477354,0.0015540101548281828,0.00024606305843626747,0.04784835540048269,-0.02055010273950403,-0.03291717661190001,-0.011208393291638964
62,female,0.079617751,0.0024209176843158616,0.00023395942820923966,0.04253699699414618,-0.014394783422809771,-0.03733378603976456,0.0006201592768332286
62,male,0.052035024000000006,0.0016054160915076894,0.00025836781935094014,0.04837853141597605,-0.02156526473998427,-0.032076417449350345,-0.008731859321284782
63,female,0.0800419346,0.00260008116366129,0.00025671183348152833,0.04359299397278479,-0.014865749121290487,-0.03685982781030196,0.0019110358943280718
63,male,0.05234945900000001,0.0016679420267399774,0.0002726373958881138,0.04892361213286037,-0.022580426567010366,-0.031235596769826728,-0.006254961211023466
64,female,0.0804661182,0.0027908256678985353,0.00028234902102251716,0.04469215800344575,-0.015336693124294233,-0.036385775979995164,0.0032022196223339405
64,male,0.05266389400000001,0.0017348120855932726,0.00028716292565427967,0.04948422124726569,-0.023595588220607755,-0.03039471455772981,-0.0037776991782664457
65,female,0.0808903018,0.002978841912093427,0.0003076990733215156,0.045837119927522214,-0.01580761542862012,-0.035911630519176924,0.004493710292661357
65,male,0.052978329000000005,0.0018010471333341858,0.0003015087296667218,0.05006101779133733,-0.024610749700649852,-0.02955377079701233,-0.0013000734414732387
66,female,0.0813144854,0.003164129896245965,0.0003327665025249594,0.047030728286653514,-0.016278516031177963,-0.03543739139849096,0.00578550773634617
66,male,0.053292764000000006,0.0018666471699627172,0.00031567796259539884,0.050654698671386535,-0.02562591100754135,-0.028712765472040755,0.0011779157812191587
67,female,0.081738669,0.0033087817339334824,0.0003567274502310565,0.04827607231297972,-0.01674939492852929,-0.03496305858834477,0.007077611784965774
67,male,0.05360719900000001,0.0019189896485070216,0.00033160371210653084,0.0512660014282588,-0.02664107214078331,-0.02787169856697832,0.0036562682727423346
68,female,0.082677865,0.0033010555950523652,0.00037702438229655894,0.04957650789573848,-0.01722025211737406,-0.034488632059169355,0.00837002227058601
68,male,0.05414444740000001,0.0019198924176731344,0.00035510203221363073,0.05189570724257859,-0.027656233100414696,-0.027030570065891664,0.006134983815205932
69,female,0.08361706099999999,0.003259089663928041,0.0003959583686074947,0.050935686983597864,-0.0176910875948438,-0.03401411178146713,0.00966273902464376
69,male,0.0546816958,0.0019067086456058177,0.0003802506189210102,0.052544644210709014,-0.02867139388661248,-0.026189379953015346,0.008614062191189431
70,female,0.08455625700000001,0.0032173912962499447,0.00041446032425745906,0.0523575909650928,-0.018161901357456406,-0.033539497725638,0.010955761878783677
70,male,0.05521894420000001,0.0018935669860045523,0.0004048943229299376,0.05321369092033439,-0.029686554499774684,-0.025348128212487234,0.011093503183078673
71,female,0.08549545300000001,0.003175960492018076,0.00043254437978694856,0.05204947990626924,-0.018694249646640664,-0.03205434464240152,0.011611299952635682
71,male,0.05575619260000001,0.001880467438869337,0.00042904773899458574,0.05386184639836124,-0.03074981722740348,-0.023507106751494,0.012955258250874523
72,female,0.086434649,0.0030994337880813436,0.0004603307159054818,0.05177073541325367,-0.019226590673188316,-0.030567378707728618,0.012268245162940158
72,male,0.056293441,0.0018553724550987233,0.00046116637618199874,0.05453096133893834,-0.03181307868412978,-0.021664438989420574,0.014818494414675322
73,female,0.08673005800000001,0.0028836255117235376,0.0005283310575511437,0.05152221521947455,-0.01975892443602778,-0.029078597409151946,0.012926595852349293
73,male,0.0567067364,0.001781731931643611,0.0005265936680705572,0.05522203818747171,-0.03287633887057209,-0.019820122740035945,0.01668320987991368
74,female,0.08702546700000001,0.0026388072075581863,0.0006061248835542676,0.051304899016896534,-0.020291250934896702,-0.027587998230614193,0.013586350366148036
74,male,0.05712003180000001,0.0016948464685132458,0.000599450589094256,0.05593614448347762,-0.0339395977864039,-0.017974155813940018,0.018549402855807216
75,female,0.087320876,0.0023971476638661626,0.0006833421146364756,0.051119902882550604,-0.020823570168751596,-0.02609557865265211,0.014247507050242227
75,male,0.057533327200000005,0.0016086687517104254,0.0006712175763111983,0.05667441823104764,-0.03500285543171248,-0.016126536018683635,0.020417071550926254
76,female,0.087616285,0.0022320714902588044,0.00076111826768996,0.04532878439242653,-0.020529407958278692,-0.02632640037077145,0.012430639236796331
76,male,0.05794662260000001,0.0015586180176284051,0.0007431555352194298,0.052878009595770714,-0.034312131927820184,-0.01696601640143877,0.017024269281650475
77,female,0.08791169400000001,0.0020947614069923887,0.0008259581724727567,0.04050352391727121,-0.020235238481792445,-0.026555396640126946,0.010615170292850015
77,male,0.058359918000000004,0.0015188817598500283,0.0008028019030681756,0.0495384754406396,-0.03362140715356564,-0.0178038395220251,0.01363293915915854
78,female,0.08791169400000001,0.002110026895870675,0.0008398168827226951,0.0364275316742547,-0.019941061738458294,-0.026782564930792035,0.008801098570720605
78,male,0.058359918000000004,0.0015312616462711186,0.0008156132558338838,0.04657810648613223,-0.03293068110874667,-0.018640003179414638,0.010243079399781207
79,female,0.08791169400000001,0.0021621766735555594,0.000840792890760079,0.032944263730136314,-0.01964687772802722,-0.027007902709321584,0.006988422424707418
79,male,0.058359918000000004,0.0015582997750385893,0.0008167456677213401,0.04393587087854556,-0.03223995379382256,-0.01947450516975647,0.006854688223304813
80,female,0.08791169400000001,0.0022143264512404443,0.000841768898797463,0.029937768905564877,-0.019352686449511342,-0.02723140743874406,0.005177140210964288
80,male,0.058359918000000004,0.0015853379038060598,0.0008178780796087962,0.04156316802058645,-0.03154922520808122,-0.02030734328613959,0.0034677638505456933
81,female,0.08791169400000001,0.0022664762289253287,0.0008427449068348469,0.02797390951673702,-0.01905278127388923,-0.028253888241901594,0.004557488435584838
81,male,0.058359918000000004,0.001612376032573531,0.0008190104914962523,0.03946454659027622,-0.030865256552554926,-0.021927574854637567,0.001255096719894976
82,female,0.08791169400000001,0.0023186260066102135,0.0008437209148722308,0.026236018538839275,-0.018752867813566297,-0.029276080506517574,0.003937836750547568
82,male,0.058359918000000004,0.0016394141613410014,0.0008201429033837086,0.037560072028172665,-0.030181286090020416,-0.023547575740665093,-0.0009575691731489545
83,female,0.08791169400000001,0.002370775784295098,0.0008446969229096148,0.02468731799429272,-0.018452946068116448,-0.03029798407429716,0.003318185156650053
83,male,0.058359918000000004,0.001666452290108472,0.0008212753152711648,0.03582401575988907,-0.029497313821244976,-0.025167345830386226,-0.0031702338270574158
84,female,0.08791169400000001,0.0024229255619799828,0.0008456729309469986,0.023298599745461168,-0.018153016036471646,-0.03131959878655956,0.002698533653523935
84,male,0.058359918000000004,0.0016934904188759426,0.0008224077271586209,0.034235002939829624,-0.028813339745989566,-0.026786885009815905,-0.005382897242693068
85,female,0.08791169400000001,0.0024750753396648676,0.0008466489389843825,0.022046373228099502,-0.017853077718066015,-0.032340924484747624,0.002078882240172226
85,male,0.058359918000000004,0.0017205285476434137,0.000823540139046077,0.03277512891899393,-0.02812936386471793,-0.028406193164750137,-0.007595559420670298
86,female,0.08791169400000001,0.002527225117349751,0.0008476249470217665,0.020911531688178726,-0.017553131111914668,-0.03336196101028564,0.0014592309184050338
86,male,0.058359918000000004,0.001747566676410884,0.0008246725509335331,0.03142928248204512,-0.02744538617676394,-0.030025270181440984,-0.009808220360689561
87,female,0.08791169400000001,0.002579374895034637,0.0008486009550591504,0.019878375135496132,-0.017253176217758705,-0.0343827082041768,0.0008395796871547665
87,male,0.058359918000000004,0.001774604805178355,0.0008258049628209892,0.03018462151877615,-0.026761406682763743,-0.03164411594543758,-0.012020880062059659
88,female,0.08791169400000001,0.002631524672719521,0.0008495769630965343,0.018933883458547893,-0.01695321303455774,-0.03540316590777332,0.0002199285468499892
88,male,0.058359918000000004,0.0018016429339458254,0.0008269373747084455,0.02903016252256366,-0.026077425382863895,-0.03326273034281188,-0.014233538525162596
89,female,0.08791169400000001,0.0026836744504044052,0.0008505529711339183,0.01806716803293038,-0.016653241561410816,-0.03642333396193053,-0.0003997225032209939
89,male,0.058359918000000004,0.0018286810627132961,0.0008280697865959017,0.02795645609304544,-0.025393442277046076,-0.03488111325897952,-0.016446195751021218
90,female,0.08791169400000001,0.0027358242280892896,0.0008515289791713021,0.017269052698018254,-0.016353261797388573,-0.037443212207587645,-0.0010193734618175933
90,male,0.058359918000000004,0.0018557191914807668,0.0008292021984833578,0.02695532813058309,-0.02470945736532605,-0.03649926457968403,-0.018658851738741482
91,female,0.08791169400000001,0.0027471750592507585,0.000870172354321138,0.011053596584372972,-0.005223949990656877,-0.032838183015426806,-0.009618446612607067
91,male,0.058359918000000004,0.0018724513253100135,0.0008454808619692168,0.016434168479119014,-0.014393602343719501,-0.034529946993837504,-0.025622845642555188
92,female,0.08791169400000001,0.003402388707034151,0.0011422231799638922,0.007075709192980145,0.005983867424720574,-0.028222206609872517,-0.018215098618692933
92,male,0.058359918000000004,0.0022702686857985215,0.0010781923563072703,0.01002380372114868,-0.0040027075897623565,-0.0325502296180314,-0.032584229289205895
93,female,0.1136175992,0.006658933334351199,0.002369887654024937,0.004529675447494905,0.017270892217994924,-0.02359524606607548,-0.026809333242556164
93,male,0.07598675420000002,0.004217392928542076,0.0021234228177343787,0.006116343501370038,0.00646388686236877,-0.030560078052676947,-0.03954300690319564
94,female,0.13932350440000005,0.010592080879762957,0.0034729521450803115,0.0028999761802657653,0.02863783242999362,-0.018957264335411544,-0.03540115424203488
94,male,0.09361359040000002,0.006582639427697311,0.0030533409813084875,0.003733523467451491,0.017006846782139692,-0.028559457784552263,-0.04649918270104113
95,female,0.1650294096,0.014557109852543425,0.0042724953916616955,0.0018567417881198735,0.04008540243227561,-0.014308224243394414,-0.04399056536714232
95,male,0.11124042660000001,0.00898840933415461,0.0037190713411256004,0.0022798548837037387,0.027626843794208183,-0.02654833418595444,-0.05345276089334053
96,female,0.19073531480000006,0.018554020252692587,0.004895648944428152,0.00118887951234785,0.05161432298124575,-0.009648088490746455,-0.05257757036247764
96,male,0.12886726280000002,0.01143470264791397,0.004232856271439502,0.0013926782146654354,0.03832455543054629,-0.02452667251500489,-0.06040374568253102
97,female,0.21644122000000002,0.02192570237301552,0.005353563322455837,0.0007612949520313476,0.06322532127765829,-0.0049768196521573545,-0.06116217296807681
97,male,0.14649409900000002,0.013523558150252028,0.0046072713048268925,0.0008510281179833425,0.04910066518170066,-0.022494437914433396,-0.06735214126656186
98,female,0.21644122000000002,0.02192570237301552,0.005353563322455837,0.0007612949520313476,0.06322532127765829,-0.0049768196521573545,-0.06116217296807681
