age,sex,disability_rate,expenditure_rate,expenditure_rate_death,income,income_death
24,male,0.0013472665165472854,2934.381859457189,2934.381859457189,0.0,0.0
25,female,0.0013487191333819508,3504.2263878623767,3504.2263878623767,-62.91469608405695,-62.91469608405695
25,male,0.001351017438751362,2787.3141008446637,2787.3141008446637,-80.00839686759372,-80.00839686759372
26,female,0.001346195546757985,3398.8123475721504,3398.8123475721504,-62.91469608405695,-62.91469608405695
26,male,0.0013545048928360456,2689.4223872404136,2689.4223872404136,-80.00839686759372,-80.00839686759372
27,female,0.0013438193551265946,3299.555219645628,3299.555219645628,-62.91469608405695,-62.91469608405695
27,male,0.0013577556963117808,2598.173380055502,2598.173380055502,-80.00839686759372,-80.00839686759372
28,female,0.001341079744626358,3205.9367059171373,3205.9367059171373,-62.91469608405695,-62.91469608405695
28,male,0.0013539694728630354,2512.918502108471,2512.918502108471,-80.00839686759372,-80.00839686759372
29,female,0.0013384913072067716,3117.484108703047,3117.484108703047,-62.91469608405695,-62.91469608405695
29,male,0.0013504238327181593,2433.0808692039245,2433.0808692039245,-80.00839686759372,-80.00839686759372
30,female,0.0013360418661178676,3598.9954857667776,3598.9954857667776,-69.17903396297427,-69.17903396297427
30,male,0.0013470965513402151,2827.7270657211084,2827.7270657211084,-38.4030941196072,-38.4030941196072
31,female,0.0013337205181721964,3504.89102937898,3504.89102937898,-69.17903396297427,-69.17903396297427
31,male,0.001343968059821329,2743.255179968265,2743.255179968265,-38.4030941196072,-38.4030941196072
32,female,0.001331517471485595,3415.5823536907296,3415.5823536907296,-69.17903396297427,-69.17903396297427
32,male,0.001341021059733877,2663.683714551766,2663.683714551766,-38.4030941196072,-38.4030941196072
33,female,0.0013340947808630058,3330.7182453776063,3330.7182453776063,-69.17903396297427,-69.17903396297427
33,male,0.0013375141607854994,2588.604543326877,2588.604543326877,-38.4030941196072,-38.4030941196072
34,female,0.0013365471227172539,3249.968993245234,3249.968993245234,-69.17903396297427,-69.17903396297427
34,male,0.0013341995348286845,2517.6417430233923,2517.6417430233923,-38.4030941196072,-38.4030941196072
35,female,0.0013388833709719892,3727.6745094706107,3727.6745094706107,-77.7287412158626,-77.7287412158626
35,male,0.0013310617911308708,3192.879982359819,3192.879982359819,-8.203437591974298,-8.203437591974298
36,female,0.0013411115787968822,3641.480853574684,3641.480853574684,-77.7287412158626,-77.7287412158626
36,male,0.001328087138897128,3109.901332560053,3109.901332560053,-8.203437591974298,-8.203437591974298
37,female,0.0013432390713530797,3559.183161563494,3559.183161563494,-77.7287412158626,-77.7287412158626
37,male,0.0013252631846352423,3031.126439451735,3031.126439451735,-8.203437591974298,-8.203437591974298
38,female,0.0013324682786881683,3450.8624973285887,3450.8624973285887,-77.7287412158626,-77.7287412158626
38,male,0.0013235821962390899,2887.9532810439905,2887.9532810439905,-8.203437591974298,-8.203437591974298
39,female,0.0013223337222597906,3348.9403901818882,3348.9403901818882,-77.7287412158626,-77.7287412158626
39,male,0.0013220528459668786,2757.6954462574136,2757.6954462574136,-8.203437591974298,-8.203437591974298
40,female,0.0013127806451278927,3381.778969203131,3381.778969203131,-51.78445828564688,-51.78445828564688
40,male,0.001320655500943766,3010.1128306427076,3010.1128306427076,9.655852916094366,9.655852916094366
41,female,0.0013037603985774045,3287.4682445286994,3287.4682445286994,-51.78445828564688,-51.78445828564688
41,male,0.0013193737772845707,2885.579037890532,2885.579037890532,9.655852916094366,9.655852916094366
42,female,0.0012952296134987635,3198.275059142326,3198.275059142326,-51.78445828564688,-51.78445828564688
42,male,0.0013181938947116072,2770.9402460111805,2770.9402460111805,9.655852916094366,9.655852916094366
43,female,0.0012970790629904096,3090.9427219156414,3090.9427219156414,-51.78445828564688,-51.78445828564688
43,male,0.0013147875792283675,2616.1976394737976,2616.1976394737976,9.655852916094366,9.655852916094366
44,female,0.0012988084100544416,2990.5804989422095,2990.5804989422095,-51.78445828564688,-51.78445828564688
44,male,0.0013117415913425686,2477.8240486396217,2477.8240486396217,9.655852916094366,9.655852916094366
45,female,0.0013004289858674423,3199.452994980987,3199.452994980987,-20.505059466472602,-20.505059466472602
45,male,0.0013090016287842384,2599.131599599926,2599.131599599926,9.252390423003384,9.252390423003384
46,female,0.0013019507396654607,3101.9023622771915,3101.9023622771915,-20.505059466472602,-20.505059466472602
46,male,0.0013065237786970313,2474.811505466493,2474.811505466493,9.252390423003384,9.252390423003384
47,female,0.001303382443185967,3010.1243200922568,3010.1243200922568,-20.505059466472602,-20.505059466472602
47,male,0.0013042721463590132,2361.8413360193754,2361.8413360193754,9.252390423003384,9.252390423003384
48,female,0.0013035978235472242,2923.629440052624,2923.629440052624,-20.505059466472602,-20.505059466472602
48,male,0.001306805980607261,2258.7525772106446,2258.7525772106446,9.252390423003384,9.252390423003384
49,female,0.0013038011718843254,2841.966516278555,2841.966516278555,-20.505059466472602,-20.505059466472602
49,male,0.0013091278738935914,2164.2866123829867,2164.2866123829867,9.252390423003384,9.252390423003384
50,female,0.0013039934690372206,3241.5660652402175,3241.5660652402175,-14.495568127540363,-14.495568127540363
50,male,0.001311263350248726,2646.640272796463,2646.640272796463,-23.924317192499753,-23.924317192499753
51,female,0.0013041755920565278,3155.8130374728275,3155.8130374728275,-14.495568127540363,-14.495568127540363
51,male,0.0013132339934044113,2544.4958067837333,2544.4958067837333,-23.924317192499753,-23.924317192499753
52,female,0.0013043483275780353,3074.48013387491,3074.48013387491,-14.495568127540363,-14.495568127540363
52,male,0.0013150581788982812,2449.942689623985,2449.942689623985,-23.924317192499753,-23.924317192499753
53,female,0.0013047336152334243,2997.2417444063935,2997.2417444063935,-14.495568127540363,-14.495568127540363
53,male,0.0013090726611667861,2362.17967661922,2362.17967661922,-23.924317192499753,-23.924317192499753
54,female,0.0013051000185894935,2923.789079306031,2923.789079306031,-14.495568127540363,-14.495568127540363
54,male,0.001303501145003688,2280.4869864605557,2280.4869864605557,-23.924317192499753,-23.924317192499753
55,female,0.0013054488928140918,3664.469284518115,3664.469284518115,-63.567125078449884,-63.567125078449884
55,male,0.0012983021132221915,2676.0630096758327,2676.0630096758327,-118.48962322978566,-118.48962322978566
56,female,0.0013057814664388942,3578.861000700823,3578.861000700823,-63.567125078449884,-63.567125078449884
56,male,0.0012934394203453564,2589.502267281145,2589.502267281145,-118.48962322978566,-118.48962322978566
57,female,0.0013060988558139077,3497.161317772229,3497.161317772229,-63.567125078449884,-63.567125078449884
57,male,0.0012888814510524991,2508.365906051865,2508.365906051865,-118.48962322978566,-118.48962322978566
58,female,0.0012924663833931325,3304.114044054574,3304.114044054574,-63.567125078449884,-63.567125078449884
58,male,0.001271109406659817,2354.5432515626935,2354.5432515626935,-118.48962322978566,-118.48962322978566
59,female,0.0012802602323141539,3131.264680002926,3131.264680002926,-63.567125078449884,-63.567125078449884
59,male,0.001255391118401995,2218.496504749489,2218.496504749489,-118.48962322978566,-118.48962322978566
60,female,0.0012692676835679474,3709.9565506469,3709.9565506469,-196.45947506968952,-196.45947506968952
60,male,0.00124139003127671,2890.5542113159,2890.5542113159,-348.4478604211727,-348.4478604211727
61,female,0.0012593163142896754,3534.2588723083404,3534.2588723083404,-196.45947506968952,-196.45947506968952
61,male,0.0012288393177965302,2740.837849638935,2740.837849638935,-348.4478604211727,-348.4478604211727
62,female,0.001250264887402283,3374.4502424308016,3374.4502424308016,-196.45947506968952,-196.45947506968952
62,male,0.0012175247095336916,2605.8668788182335,2605.8668788182335,-348.4478604211727,-348.4478604211727
63,female,0.0012389373502555458,3145.6262505888876,3145.6262505888876,-196.45947506968952,-196.45947506968952
63,male,0.0012135320728136074,2424.425944096517,2424.425944096517,-348.4478604211727,-348.4478604211727
64,female,0.001229048511414367,2945.864947756009,2945.864947756009,-196.45947506968952,-196.45947506968952
64,male,0.0012100592407128603,2266.606952120248,2266.606952120248,-348.4478604211727,-348.4478604211727
65,female,0.0012203406462564298,3410.8394253065258,3410.8394253065258,0.0,0.0
65,male,0.001207010906578039,2837.057450552768,2837.057450552768,0.0,0.0
66,female,0.001212614119010876,3218.646162067133,3218.646162067133,0.0,0.0
66,male,0.0012043137211995953,2673.65193930114,2673.65193930114,0.0,0.0
67,female,0.0012057118898570669,3046.9568762421195,3046.9568762421195,0.0,0.0
67,male,0.001201910313788962,2528.044588831571,2528.044588831571,0.0,0.0
68,female,0.0011942532643234398,2892.7109471598997,2892.7109471598997,0.0,0.0
68,male,0.0011916095592742505,2397.5454385769362,2397.5454385769362,0.0,0.0
69,female,0.0011838988776955758,2753.3293100862115,2753.3293100862115,0.0,0.0
69,male,0.001182320064940358,2279.8578347089965,2279.8578347089965,0.0,0.0
70,female,0.001174496448383653,3682.1285485195194,3682.1285485195194,0.0,0.0
70,male,0.0011738998803768538,3124.984937508881,3124.984937508881,0.0,0.0
71,female,0.0011659204650072896,3520.3044032812004,3520.3044032812004,0.0,0.0
71,male,0.0011662324350550676,2985.302797853872,2985.302797853872,0.0,0.0
72,female,0.0011580665514845496,3372.105323733538,3372.105323733538,0.0,0.0
72,male,0.0011592211088063266,2857.573546305023,2857.573546305023,0.0,0.0
73,female,0.0011536752294504205,3235.9263996126715,3235.9263996126715,0.0,0.0
73,male,0.001152882509783865,2740.385324155934,2740.385324155934,0.0,0.0
74,female,0.0011496248179399709,3110.3194235237,3110.3194235237,0.0,0.0
74,male,0.0011470433182489104,2632.4301636631412,2632.4301636631412,0.0,0.0
75,female,0.0011458771015896649,4078.9428258951743,4078.9428258951743,0.0,0.0
75,male,0.0011416467499626175,3845.5941032756778,3845.5941032756778,0.0,0.0
76,female,0.0011423993711134634,3932.0190940363714,3932.0190940363714,0.0,0.0
76,male,0.001136644315054976,3705.1643971698154,3705.1643971698154,0.0,0.0
77,female,0.0011391634661341058,3795.3117675885283,3795.3117675885283,0.0,0.0
77,male,0.0011319943569500278,3574.6295152296116,3574.6295152296116,0.0,0.0
78,female,0.0011391634661341058,3795.3117675885283,3795.3117675885283,0.0,0.0
78,male,0.0011319943569500278,3574.6295152296116,3574.6295152296116,0.0,0.0
79,female,0.0011391634661341058,3795.3117675885283,3795.3117675885283,0.0,0.0
79,male,0.0011319943569500278,3574.6295152296116,3574.6295152296116,0.0,0.0
80,female,0.0011391634661341058,5585.507250488424,5585.507250488424,0.0,0.0
80,male,0.0011319943569500278,5309.096231665696,5309.096231665696,0.0,0.0
81,female,0.0011391634661341058,5585.507250488424,5585.507250488424,0.0,0.0
81,male,0.0011319943569500278,5309.096231665696,5309.096231665696,0.0,0.0
82,female,0.0011391634661341058,5585.507250488424,5585.507250488424,0.0,0.0
82,male,0.0011319943569500278,5309.096231665696,5309.096231665696,0.0,0.0
83,female,0.0011391634661341058,5585.507250488424,5585.507250488424,0.0,0.0
83,male,0.0011319943569500278,5309.096231665696,5309.096231665696,0.0,0.0
84,female,0.0011391634661341058,5585.507250488424,5585.507250488424,0.0,0.0
84,male,0.0011319943569500278,5309.096231665696,5309.096231665696,0.0,0.0
85,female,0.0011391634661341058,9569.721984730735,9569.721984730735,0.0,0.0
85,male,0.0011319943569500278,9003.217494052336,9003.217494052336,0.0,0.0
86,female,0.0011391634661341058,9569.721984730735,9569.721984730735,0.0,0.0
86,male,0.0011319943569500278,9003.217494052336,9003.217494052336,0.0,0.0
87,female,0.0011391634661341058,9569.721984730735,9569.721984730735,0.0,0.0
87,male,0.0011319943569500278,9003.217494052336,9003.217494052336,0.0,0.0
88,female,0.0011391634661341058,9569.721984730735,9569.721984730735,0.0,0.0
88,male,0.0011319943569500278,9003.217494052336,9003.217494052336,0.0,0.0
89,female,0.0011391634661341058,9569.721984730735,9569.721984730735,0.0,0.0
89,male,0.0011319943569500278,9003.217494052336,9003.217494052336,0.0,0.0
90,female,0.0011391634661341058,9569.721984730735,9569.721984730735,0.0,0.0
90,male,0.0011319943569500278,9003.217494052336,9003.217494052336,0.0,0.0
91,female,0.0011391634661341058,9569.721984730735,9569.721984730735,0.0,0.0
91,male,0.0011319943569500278,9003.217494052336,9003.217494052336,0.0,0.0
92,female,0.0011391634661341058,9569.721984730735,9569.721984730735,0.0,0.0
92,male,0.0011319943569500278,9003.217494052336,9003.217494052336,0.0,0.0
93,female,0.0011222144106955176,4728.8789885211345,4728.8789885211345,0.0,0.0
93,male,0.0011353959688201593,4774.903739039888,4774.903739039888,0.0,0.0
94,female,0.0011166525168874101,3140.338861067262,3140.338861067262,0.0,0.0
94,male,0.0011366235190508702,3249.0190338913617,3249.0190338913617,0.0,0.0
95,female,0.0011138877436554801,2350.688182043376,2350.688182043376,0.0,0.0
95,male,0.0011372565087314425,2462.1923542678014,2462.1923542678014,0.0,0.0
96,female,0.0011122340192126984,1878.365673245828,1878.365673245828,0.0,0.0
96,male,0.0011376426836406108,1982.1644314422306,1982.1644314422306,0.0,0.0
97,female,0.0011111336694207515,1564.093258300638,1564.093258300638,0.0,0.0
97,male,0.0011379028484471787,1658.7711484403455,1658.7711484403455,0.0,0.0
98,female,0.0011111336694207515,1564.093258300638,1564.093258300638,0.0,0.0
98,male,0.0011379028484471787,1658.7711484403455,1658.7711484403455,0.0,0.0
99,female,0.0011111336694207515,1564.093258300638,1564.093258300638,0.0,0.0
99,male,0.0011379028484471787,1658.7711484403455,1658.7711484403455,0.0,0.0
100,female,0.0011111336694207515,1564.093258300638,1564.093258300638,0.0,0.0
100,male,0.0011379028484471787,1658.7711484403455,1658.7711484403455,0.0,0.0
101,female,0.0011111336694207515,1564.093258300638,1564.093258300638,0.0,0.0
101,male,0.0011379028484471787,1658.7711484403455,1658.7711484403455,0.0,0.0
102,female,0.0011111336694207515,1564.093258300638,1564.093258300638,0.0,0.0
102,male,0.0011379028484471787,1658.7711484403455,1658.7711484403455,0.0,0.0
103,female,0.0011111336694207515,1564.093258300638,1564.093258300638,0.0,0.0
103,male,0.0011379028484471787,1658.7711484403455,1658.7711484403455,0.0,0.0
104,female,0.0011111336694207515,1564.093258300638,1564.093258300638,0.0,0.0
104,male,0.0011379028484471787,1658.7711484403455,1658.7711484403455,0.0,0.0
105,female,0.0011111336694207515,1564.093258300638,1564.093258300638,0.0,0.0
105,male,0.0011379028484471787,1658.7711484403455,1658.7711484403455,0.0,0.0
106,female,0.0011111336694207515,1564.093258300638,1564.093258300638,0.0,0.0
106,male,0.0011379028484471787,1658.7711484403455,1658.7711484403455,0.0,0.0
107,female,0.0011111336694207515,1564.093258300638,1564.093258300638,0.0,0.0
107,male,0.0011379028484471787,1658.7711484403455,1658.7711484403455,0.0,0.0
108,female,0.0011111336694207515,1564.093258300638,1564.093258300638,0.0,0.0
108,male,0.0011379028484471787,1658.7711484403455,1658.7711484403455,0.0,0.0
109,female,0.0011111336694207515,1564.093258300638,1564.093258300638,0.0,0.0
109,male,0.0011379028484471787,1658.7711484403455,1658.7711484403455,0.0,0.0
